,Comment,id,date,Pos,Neg,Neu
130,"You need to test this car on Scottish roads. I have a Macan S and it handles like a pig on a waterbed on the roads in Perthshire. It's like driving a bouncy castle and when you put it in Sport mode it feels like the tyres are made of concrete. Porsche cannot have  developed this car properly for it to drive this way. The steering is devoid of feedback or feel. It's not quite the worst car I've driven (that was my dad's Morris Marina) but by a long way it's the worst Porsche I've had. I cannot see how making if faster would help as I have to drive it well below the speed limit just to avoid getting sea sick. My BMW 530 was way better on the same roads and my wife's Mini Cooper would leave it for dead. Save your money. Don't buy one. And it rattles non stop, which Porsche cannot fix. Pile of poo.","
 @lordglencoe2194
 ",11 months ago,0.146,0.095,0.759
131,"It’s so odd seeing Alex and not seeing a line of WTCC cars behind her, and Martin Haven lurking somewhere to ruin her day.","
 @MikeAJGriffin
 ",11 months ago,0.0,0.283,0.717
132,"Its very hard to replace Rory, she did a splendid job though. I know she must be sweating while reading the comments. Well dont worry, we aprove","
 @BlackGold3000
 ",10 months ago,0.268,0.055,0.677
133,"2023 I am buying my Mom a Porsche Macan GTS in Crayon Grey she deserves it..   

Welcome the new presenter ","
 @keasenne
 ",11 months ago (edited),0.208,0.0,0.792
134,"Me: waiting for a Macan Turbo S
Porsche: GTS is now the top of the Line!","
 @costafilh0
 ",11 months ago,0.139,0.0,0.861
135,"What’s this then?  A British automotive reviewer who actually pronounces Porsche as ‘Por-sha’ rather than Porsch???  Well well, wonders will never cease.","
 @rotoehu9266
 ",11 months ago,0.214,0.0,0.786
136,Awesome review Alexandra ,"
 @fightclub7829
 ",11 months ago,0.672,0.0,0.328
137,"Fun fact: this car costs around $200,000 in India ","
 @PrashantKumar-qq5vr
 ",11 months ago,0.292,0.0,0.708
138,"She killed it as the first one!
The chemistry as well is amazing!","
 @MrOgre777
 ",11 months ago,0.309,0.214,0.477
139,"I test drove one of these when I had my 340. I was mad that I couldn’t afford it, made my bimmer feel like shit ","
 @dantem306
 ",11 months ago,0.092,0.249,0.659
140,"Jesus, Rory isnt going anywhere, chill. Great review!","
 @snelpiller
 ",11 months ago,0.386,0.0,0.614
141,"She's a great presenter, but Rory is what keeps me watching auto trader videos back to back. Hope he's not going anywhere","
 @getthepicture1000
 ",11 months ago,0.252,0.0,0.748
142,£66k lol most are for sale at dealers for £90k+ a couple at £99k!,"
 @BarryMakariou
 ",11 months ago,0.205,0.0,0.795
